row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
71,18,1,2012,5,0,0,0,0,0,0,2012-12-31 through 2013-01-06
72,111,1,2012,3,0,0,0,0,0,0,2012-12-31 through 2013-01-06
73,19,1,2012,11,2,0,2,0,0,1,2012-12-31 through 2013-01-06
74,20,1,2012,1,0,0,0,0,0,0,2012-12-31 through 2013-01-06
75,63,26,2012,8,0,0,0,0,0,0,2012-06-25 through 2012-07-01
76,20,26,2012,5,0,0,0,0,0,0,2012-06-25 through 2012-07-01
77,77,26,2012,9,2,0,2,0,0,1,2012-06-25 through 2012-07-01
78,22,26,2012,2,1,0,1,0,0,1,2012-06-25 through 2012-07-01
79,81,26,2012,1,0,0,0,0,0,0,2012-06-25 through 2012-07-01
80,112,26,2012,6,0,0,0,0,0,0,2012-06-25 through 2012-07-01
81,9,26,2012,10,3,0,9,0,2,4,2012-06-25 through 2012-07-01
82,23,26,2012,5,2,0,3,0,0,3,2012-06-25 through 2012-07-01
83,75,26,2012,12,3,0,3,0,0,1,2012-06-25 through 2012-07-01
84,105,26,2012,10,2,0,3,0,0,0,2012-06-25 through 2012-07-01
85,52,26,2012,5,3,0,5,0,1,0,2012-06-25 through 2012-07-01
86,113,26,2012,8,2,0,3,0,0,0,2012-06-25 through 2012-07-01
87,83,26,2012,5,2,0,2,0,0,2,2012-06-25 through 2012-07-01
88,24,26,2012,1,1,0,1,0,0,1,2012-06-25 through 2012-07-01
89,84,26,2012,3,1,0,1,0,0,1,2012-06-25 through 2012-07-01
90,25,26,2012,4,1,0,1,0,0,0,2012-06-25 through 2012-07-01
91,76,26,2012,2,2,0,4,0,0,0,2012-06-25 through 2012-07-01
92,26,26,2012,2,1,0,2,0,0,0,2012-06-25 through 2012-07-01
93,94,26,2012,3,0,0,0,0,0,0,2012-06-25 through 2012-07-01
94,114,26,2012,10,2,0,5,0,0,0,2012-06-25 through 2012-07-01
95,44,26,2012,7,2,0,2,0,0,0,2012-06-25 through 2012-07-01
96,106,26,2012,10,5,0,5,0,0,0,2012-06-25 through 2012-07-01
97,69,26,2012,2,0,0,0,0,0,0,2012-06-25 through 2012-07-01
98,28,26,2012,2,0,0,0,0,0,0,2012-06-25 through 2012-07-01
99,90,26,2012,6,4,0,8,0,2,0,2012-06-25 through 2012-07-01
100,30,26,2012,6,1,0,1,0,0,1,2012-06-25 through 2012-07-01
101,88,26,2012,2,1,0,1,0,0,0,2012-06-25 through 2012-07-01
102,115,26,2012,12,3,0,4,0,0,0,2012-06-25 through 2012-07-01
103,72,26,2012,8,1,0,1,0,0,0,2012-06-25 through 2012-07-01
104,32,26,2012,1,0,0,0,0,0,0,2012-06-25 through 2012-07-01
105,62,26,2012,6,2,0,4,0,0,2,2012-06-25 through 2012-07-01
106,102,26,2012,6,0,0,0,0,0,0,2012-06-25 through 2012-07-01
107,47,26,2012,7,1,0,1,0,0,0,2012-06-25 through 2012-07-01
108,120,26,2012,6,2,0,4,0,0,0,2012-06-25 through 2012-07-01
109,7,26,2012,4,0,0,0,0,0,0,2012-06-25 through 2012-07-01
110,33,26,2012,1,0,0,0,0,0,0,2012-06-25 through 2012-07-01
111,70,26,2012,6,2,0,5,0,0,1,2012-06-25 through 2012-07-01
112,107,26,2012,5,3,0,3,0,0,1,2012-06-25 through 2012-07-01
113,67,26,2012,11,2,0,4,0,0,0,2012-06-25 through 2012-07-01
114,34,26,2012,1,0,0,0,0,0,0,2012-06-25 through 2012-07-01
115,71,26,2012,8,1,0,2,0,0,0,2012-06-25 through 2012-07-01
116,40,26,2012,3,0,0,0,0,0,0,2012-06-25 through 2012-07-01
117,45,26,2012,9,4,0,5,0,0,0,2012-06-25 through 2012-07-01
118,121,26,2012,10,2,0,4,0,0,0,2012-06-25 through 2012-07-01
119,5,26,2012,11,3,0,6,0,0,1,2012-06-25 through 2012-07-01
120,41,26,2012,2,0,0,0,0,0,0,2012-06-25 through 2012-07-01
121,61,26,2012,10,3,0,3,0,0,1,2012-06-25 through 2012-07-01
122,100,26,2012,2,0,0,0,0,0,0,2012-06-25 through 2012-07-01
123,78,26,2012,3,1,0,1,0,0,1,2012-06-25 through 2012-07-01
124,122,26,2012,7,0,0,0,0,0,0,2012-06-25 through 2012-07-01
125,73,26,2012,3,1,0,1,0,1,0,2012-06-25 through 2012-07-01
126,42,26,2012,2,0,0,0,0,0,0,2012-06-25 through 2012-07-01
127,68,26,2012,7,2,0,2,0,0,1,2012-06-25 through 2012-07-01
128,10,26,2012,5,0,0,0,0,0,0,2012-06-25 through 2012-07-01
129,49,26,2012,5,1,0,1,0,0,1,2012-06-25 through 2012-07-01
130,43,26,2012,3,1,0,1,0,1,0,2012-06-25 through 2012-07-01
131,6,26,2012,5,1,0,2,0,0,0,2012-06-25 through 2012-07-01
132,108,26,2012,9,1,0,1,0,0,0,2012-06-25 through 2012-07-01
133,60,26,2012,13,1,0,1,0,1,0,2012-06-25 through 2012-07-01
134,123,26,2012,6,1,0,1,0,0,0,2012-06-25 through 2012-07-01
135,66,26,2012,4,0,0,0,0,0,0,2012-06-25 through 2012-07-01
136,103,26,2012,5,3,0,3,0,0,1,2012-06-25 through 2012-07-01
137,79,26,2012,8,1,0,4,0,0,0,2012-06-25 through 2012-07-01
138,109,26,2012,13,3,0,5,0,0,1,2012-06-25 through 2012-07-01
139,13,26,2012,7,1,0,1,0,0,1,2012-06-25 through 2012-07-01
140,14,26,2012,7,1,0,3,0,0,0,2012-06-25 through 2012-07-01
141,1,26,2012,7,0,0,0,0,0,0,2012-06-25 through 2012-07-01
142,101,26,2012,2,1,0,1,0,0,0,2012-06-25 through 2012-07-01
143,110,26,2012,7,1,0,2,0,0,0,2012-06-25 through 2012-07-01
144,17,26,2012,12,1,0,1,0,0,1,2012-06-25 through 2012-07-01
145,104,26,2012,4,2,0,2,0,0,0,2012-06-25 through 2012-07-01
146,18,26,2012,16,3,0,3,0,0,1,2012-06-25 through 2012-07-01
147,19,26,2012,8,2,0,2,0,1,1,2012-06-25 through 2012-07-01
148,111,26,2012,10,0,0,0,0,0,0,2012-06-25 through 2012-07-01
149,94,27,2012,22,8,0,11,0,3,0,2012-07-02 through 2012-07-08
150,20,27,2012,25,6,0,11,0,0,1,2012-07-02 through 2012-07-08
151,71,27,2012,37,17,1,22,1,4,5,2012-07-02 through 2012-07-08
152,22,27,2012,4,0,0,0,0,0,0,2012-07-02 through 2012-07-08
153,50,27,2012,25,3,0,4,0,0,0,2012-07-02 through 2012-07-08
154,112,27,2012,41,5,0,6,0,0,1,2012-07-02 through 2012-07-08
155,5,27,2012,55,3,0,7,0,1,0,2012-07-02 through 2012-07-08
156,105,27,2012,104,30,0,45,0,1,2,2012-07-02 through 2012-07-08
157,52,27,2012,41,11,0,11,0,2,1,2012-07-02 through 2012-07-08
158,23,27,2012,23,4,0,4,0,2,0,2012-07-02 through 2012-07-08
159,6,27,2012,23,3,0,3,0,0,2,2012-07-02 through 2012-07-08
160,24,27,2012,25,7,0,7,0,1,3,2012-07-02 through 2012-07-08
161,90,27,2012,36,4,0,4,0,1,2,2012-07-02 through 2012-07-08
162,113,27,2012,55,15,0,21,0,3,0,2012-07-02 through 2012-07-08
163,83,27,2012,25,6,1,9,1,2,1,2012-07-02 through 2012-07-08
164,25,27,2012,32,8,0,13,0,0,4,2012-07-02 through 2012-07-08
165,75,27,2012,79,22,0,33,0,1,8,2012-07-02 through 2012-07-08
166,26,27,2012,10,1,0,1,0,0,0,2012-07-02 through 2012-07-08
167,46,27,2012,29,6,0,12,0,0,3,2012-07-02 through 2012-07-08
168,114,27,2012,68,16,0,22,0,1,5,2012-07-02 through 2012-07-08
169,63,27,2012,53,16,0,21,0,2,3,2012-07-02 through 2012-07-08
170,28,27,2012,16,3,0,3,0,1,1,2012-07-02 through 2012-07-08
171,69,27,2012,46,13,0,19,0,1,2,2012-07-02 through 2012-07-08
172,106,27,2012,62,12,0,15,0,2,1,2012-07-02 through 2012-07-08
173,70,27,2012,61,12,0,16,0,1,6,2012-07-02 through 2012-07-08
174,102,27,2012,67,19,0,31,0,5,2,2012-07-02 through 2012-07-08
175,9,27,2012,47,5,0,5,0,0,2,2012-07-02 through 2012-07-08
176,30,27,2012,20,2,0,2,0,0,2,2012-07-02 through 2012-07-08
177,67,27,2012,62,16,0,27,0,3,5,2012-07-02 through 2012-07-08
178,115,27,2012,66,18,1,23,1,4,6,2012-07-02 through 2012-07-08
179,7,27,2012,29,7,0,7,0,2,3,2012-07-02 through 2012-07-08
180,32,27,2012,21,5,0,8,0,1,0,2012-07-02 through 2012-07-08
181,44,27,2012,50,12,0,16,0,0,9,2012-07-02 through 2012-07-08
182,33,27,2012,27,5,0,7,0,1,0,2012-07-02 through 2012-07-08
183,88,27,2012,28,6,0,6,0,2,1,2012-07-02 through 2012-07-08
184,120,27,2012,53,10,0,10,0,0,0,2012-07-02 through 2012-07-08
185,77,27,2012,40,15,0,28,0,3,3,2012-07-02 through 2012-07-08
186,107,27,2012,44,6,0,11,0,0,0,2012-07-02 through 2012-07-08
187,76,27,2012,15,3,0,7,0,1,0,2012-07-02 through 2012-07-08
188,34,27,2012,29,4,0,4,0,2,1,2012-07-02 through 2012-07-08
189,62,27,2012,45,11,0,12,0,0,3,2012-07-02 through 2012-07-08
190,40,27,2012,40,12,0,16,0,0,6,2012-07-02 through 2012-07-08
191,72,27,2012,65,11,0,18,0,1,2,2012-07-02 through 2012-07-08
192,121,27,2012,49,6,0,11,0,0,0,2012-07-02 through 2012-07-08
193,47,27,2012,71,12,0,21,0,1,1,2012-07-02 through 2012-07-08
194,41,27,2012,27,8,0,9,0,1,4,2012-07-02 through 2012-07-08
195,81,27,2012,18,4,0,13,0,0,3,2012-07-02 through 2012-07-08
196,100,27,2012,11,4,0,4,0,1,3,2012-07-02 through 2012-07-08
197,73,27,2012,45,14,0,22,0,0,4,2012-07-02 through 2012-07-08
198,42,27,2012,13,3,0,8,0,0,0,2012-07-02 through 2012-07-08
199,61,27,2012,54,7,0,10,0,1,1,2012-07-02 through 2012-07-08
200,122,27,2012,65,10,0,12,0,0,1,2012-07-02 through 2012-07-08
201,48,27,2012,22,7,0,13,0,0,2,2012-07-02 through 2012-07-08
202,108,27,2012,76,17,0,23,0,2,3,2012-07-02 through 2012-07-08
203,84,27,2012,41,7,0,10,0,0,3,2012-07-02 through 2012-07-08
204,1,27,2012,61,9,0,11,0,4,5,2012-07-02 through 2012-07-08
205,68,27,2012,56,18,0,32,0,5,2,2012-07-02 through 2012-07-08
206,43,27,2012,45,14,0,19,0,0,1,2012-07-02 through 2012-07-08
207,78,27,2012,26,4,0,6,0,0,3,2012-07-02 through 2012-07-08
208,103,27,2012,35,8,0,11,0,0,0,2012-07-02 through 2012-07-08
209,45,27,2012,40,10,0,14,0,2,2,2012-07-02 through 2012-07-08
210,123,27,2012,30,4,0,6,0,1,0,2012-07-02 through 2012-07-08
211,66,27,2012,53,13,0,15,0,3,2,2012-07-02 through 2012-07-08
212,10,27,2012,55,7,0,13,0,0,2,2012-07-02 through 2012-07-08
213,49,27,2012,23,4,0,4,0,0,2,2012-07-02 through 2012-07-08
214,109,27,2012,89,19,0,24,0,1,6,2012-07-02 through 2012-07-08
215,79,27,2012,34,5,1,5,1,1,2,2012-07-02 through 2012-07-08
216,13,27,2012,40,13,0,13,0,3,2,2012-07-02 through 2012-07-08
217,60,27,2012,31,4,0,4,0,1,1,2012-07-02 through 2012-07-08
218,14,27,2012,50,7,0,8,0,1,3,2012-07-02 through 2012-07-08
219,17,27,2012,54,8,0,9,0,2,3,2012-07-02 through 2012-07-08
220,110,27,2012,52,13,0,15,0,1,2,2012-07-02 through 2012-07-08
221,104,27,2012,45,5,0,8,0,1,1,2012-07-02 through 2012-07-08
222,18,27,2012,65,11,0,13,0,2,5,2012-07-02 through 2012-07-08
223,101,27,2012,17,2,0,2,0,0,1,2012-07-02 through 2012-07-08
224,19,27,2012,84,12,0,14,0,3,5,2012-07-02 through 2012-07-08
225,111,27,2012,56,11,0,15,0,1,1,2012-07-02 through 2012-07-08
226,71,28,2012,34,13,0,20,0,0,2,2012-07-09 through 2012-07-15
227,20,28,2012,27,4,0,6,0,0,4,2012-07-09 through 2012-07-15
228,50,28,2012,16,3,0,4,0,0,0,2012-07-09 through 2012-07-15
229,22,28,2012,7,3,0,3,0,1,0,2012-07-09 through 2012-07-15
230,66,28,2012,56,13,0,15,0,1,3,2012-07-09 through 2012-07-15
231,112,28,2012,45,9,1,10,1,2,4,2012-07-09 through 2012-07-15
232,84,28,2012,51,9,0,12,0,2,1,2012-07-09 through 2012-07-15
233,23,28,2012,19,1,0,1,0,0,0,2012-07-09 through 2012-07-15
234,81,28,2012,16,5,0,5,0,1,2,2012-07-09 through 2012-07-15
235,105,28,2012,99,27,0,37,0,2,4,2012-07-09 through 2012-07-15
236,75,28,2012,79,24,0,35,0,4,7,2012-07-09 through 2012-07-15
237,24,28,2012,31,3,1,3,1,0,3,2012-07-09 through 2012-07-15
238,6,28,2012,26,2,0,5,0,0,3,2012-07-09 through 2012-07-15
239,113,28,2012,34,7,0,11,0,0,1,2012-07-09 through 2012-07-15
240,88,28,2012,34,10,0,13,0,5,0,2012-07-09 through 2012-07-15
241,25,28,2012,43,10,0,13,0,0,2,2012-07-09 through 2012-07-15
242,5,28,2012,49,5,0,5,0,1,3,2012-07-09 through 2012-07-15
243,26,28,2012,17,2,0,2,0,1,1,2012-07-09 through 2012-07-15
244,7,28,2012,19,3,0,3,0,1,0,2012-07-09 through 2012-07-15
245,114,28,2012,68,18,0,26,0,1,9,2012-07-09 through 2012-07-15
246,94,28,2012,36,7,0,15,0,1,2,2012-07-09 through 2012-07-15
247,106,28,2012,38,8,0,9,0,0,0,2012-07-09 through 2012-07-15
248,69,28,2012,31,13,0,16,0,0,2,2012-07-09 through 2012-07-15
249,28,28,2012,17,6,0,10,0,1,1,2012-07-09 through 2012-07-15
250,68,28,2012,34,5,0,8,0,0,3,2012-07-09 through 2012-07-15
251,30,28,2012,14,2,0,6,0,0,0,2012-07-09 through 2012-07-15
252,46,28,2012,25,5,0,5,0,0,3,2012-07-09 through 2012-07-15
253,102,28,2012,42,10,0,13,0,0,4,2012-07-09 through 2012-07-15
254,90,28,2012,49,11,0,17,0,5,2,2012-07-09 through 2012-07-15
255,115,28,2012,57,13,0,20,0,3,1,2012-07-09 through 2012-07-15
256,9,28,2012,39,4,0,4,0,2,1,2012-07-09 through 2012-07-15
257,32,28,2012,19,8,0,9,0,0,2,2012-07-09 through 2012-07-15
258,44,28,2012,35,9,1,14,1,0,3,2012-07-09 through 2012-07-15
259,33,28,2012,25,5,0,9,0,1,0,2012-07-09 through 2012-07-15
260,63,28,2012,45,10,0,17,0,2,1,2012-07-09 through 2012-07-15
261,120,28,2012,51,7,0,7,0,1,1,2012-07-09 through 2012-07-15
262,76,28,2012,12,4,0,5,0,2,1,2012-07-09 through 2012-07-15
263,107,28,2012,50,11,0,21,0,1,2,2012-07-09 through 2012-07-15
264,83,28,2012,35,14,0,20,0,3,3,2012-07-09 through 2012-07-15
265,34,28,2012,33,6,0,6,0,2,1,2012-07-09 through 2012-07-15
266,47,28,2012,59,16,0,25,0,2,2,2012-07-09 through 2012-07-15
267,100,28,2012,6,0,0,0,0,0,0,2012-07-09 through 2012-07-15
268,62,28,2012,64,15,0,31,0,3,5,2012-07-09 through 2012-07-15
269,40,28,2012,42,10,0,16,0,0,1,2012-07-09 through 2012-07-15
270,72,28,2012,54,12,0,16,0,3,4,2012-07-09 through 2012-07-15
271,121,28,2012,50,12,0,14,0,0,3,2012-07-09 through 2012-07-15
272,67,28,2012,76,23,0,31,0,5,5,2012-07-09 through 2012-07-15
273,41,28,2012,30,7,0,9,0,0,3,2012-07-09 through 2012-07-15
274,52,28,2012,44,7,1,10,1,1,2,2012-07-09 through 2012-07-15
275,42,28,2012,11,5,0,11,0,0,0,2012-07-09 through 2012-07-15
276,77,28,2012,45,10,0,15,0,1,3,2012-07-09 through 2012-07-15
277,122,28,2012,61,9,0,10,0,0,2,2012-07-09 through 2012-07-15
278,49,28,2012,28,7,1,11,1,0,1,2012-07-09 through 2012-07-15
279,43,28,2012,46,10,0,15,0,3,2,2012-07-09 through 2012-07-15
280,70,28,2012,42,9,0,10,0,1,2,2012-07-09 through 2012-07-15
281,108,28,2012,65,13,0,16,0,3,2,2012-07-09 through 2012-07-15
282,61,28,2012,53,10,0,15,0,2,4,2012-07-09 through 2012-07-15
283,103,28,2012,41,10,0,12,0,2,3,2012-07-09 through 2012-07-15
284,79,28,2012,42,8,0,8,0,2,2,2012-07-09 through 2012-07-15
285,123,28,2012,28,5,0,7,0,0,0,2012-07-09 through 2012-07-15
286,60,28,2012,21,5,0,5,0,3,1,2012-07-09 through 2012-07-15
287,10,28,2012,44,4,0,8,0,2,0,2012-07-09 through 2012-07-15
288,73,28,2012,32,8,0,14,0,0,2,2012-07-09 through 2012-07-15
289,13,28,2012,65,12,0,15,0,3,5,2012-07-09 through 2012-07-15
290,48,28,2012,25,8,0,13,0,1,4,2012-07-09 through 2012-07-15
291,109,28,2012,82,19,0,22,0,1,4,2012-07-09 through 2012-07-15
292,78,28,2012,41,5,0,5,0,1,3,2012-07-09 through 2012-07-15
293,1,28,2012,60,10,0,11,0,2,5,2012-07-09 through 2012-07-15
294,45,28,2012,34,10,0,13,0,0,5,2012-07-09 through 2012-07-15
295,14,28,2012,61,11,0,11,0,2,6,2012-07-09 through 2012-07-15
296,17,28,2012,61,8,0,10,0,2,5,2012-07-09 through 2012-07-15
297,110,28,2012,43,6,0,11,0,0,2,2012-07-09 through 2012-07-15
298,18,28,2012,95,5,0,7,0,0,4,2012-07-09 through 2012-07-15
299,104,28,2012,56,8,0,10,0,1,2,2012-07-09 through 2012-07-15
300,19,28,2012,87,13,0,19,0,2,4,2012-07-09 through 2012-07-15
301,101,28,2012,14,4,0,4,0,2,0,2012-07-09 through 2012-07-15
302,111,28,2012,65,9,0,16,0,0,0,2012-07-09 through 2012-07-15
303,66,29,2012,41,7,0,7,0,2,2,2012-07-16 through 2012-07-22
304,20,29,2012,29,9,0,9,0,2,3,2012-07-16 through 2012-07-22
305,62,29,2012,47,5,0,6,0,1,1,2012-07-16 through 2012-07-22
306,22,29,2012,12,1,0,1,0,0,0,2012-07-16 through 2012-07-22
307,81,29,2012,25,12,0,19,0,3,2,2012-07-16 through 2012-07-22
308,112,29,2012,45,11,0,12,0,3,3,2012-07-16 through 2012-07-22
309,60,29,2012,32,5,0,5,0,1,2,2012-07-16 through 2012-07-22
310,23,29,2012,30,9,0,13,0,3,1,2012-07-16 through 2012-07-22
311,6,29,2012,29,7,0,8,0,2,2,2012-07-16 through 2012-07-22
312,105,29,2012,88,26,0,41,0,1,3,2012-07-16 through 2012-07-22
313,71,29,2012,34,10,0,12,0,1,4,2012-07-16 through 2012-07-22
314,24,29,2012,16,1,0,2,0,0,0,2012-07-16 through 2012-07-22
315,79,29,2012,38,9,0,10,0,3,4,2012-07-16 through 2012-07-22
316,113,29,2012,57,13,1,18,1,0,3,2012-07-16 through 2012-07-22
317,52,29,2012,36,9,1,15,1,1,2,2012-07-16 through 2012-07-22
318,25,29,2012,33,11,0,17,0,0,3,2012-07-16 through 2012-07-22
319,7,29,2012,20,4,0,4,0,0,1,2012-07-16 through 2012-07-22
320,26,29,2012,22,6,0,6,0,0,3,2012-07-16 through 2012-07-22
321,83,29,2012,18,5,0,6,0,0,2,2012-07-16 through 2012-07-22
322,114,29,2012,77,14,0,18,0,1,2,2012-07-16 through 2012-07-22
323,50,29,2012,27,5,0,6,0,0,3,2012-07-16 through 2012-07-22
324,28,29,2012,12,1,0,1,0,0,1,2012-07-16 through 2012-07-22
325,63,29,2012,50,14,0,28,0,0,2,2012-07-16 through 2012-07-22
326,106,29,2012,56,14,0,18,0,0,2,2012-07-16 through 2012-07-22
327,90,29,2012,50,12,0,16,0,2,2,2012-07-16 through 2012-07-22
328,30,29,2012,15,4,0,9,0,0,0,2012-07-16 through 2012-07-22
329,94,29,2012,39,6,0,10,0,2,2,2012-07-16 through 2012-07-22
330,115,29,2012,56,16,0,29,0,2,3,2012-07-16 through 2012-07-22
331,84,29,2012,56,11,0,16,0,2,1,2012-07-16 through 2012-07-22
332,102,29,2012,62,8,0,13,0,2,2,2012-07-16 through 2012-07-22
333,88,29,2012,20,7,0,7,0,2,3,2012-07-16 through 2012-07-22
334,32,29,2012,30,11,0,12,0,1,5,2012-07-16 through 2012-07-22
335,76,29,2012,17,2,0,4,0,0,0,2012-07-16 through 2012-07-22
336,33,29,2012,25,5,0,8,0,1,0,2012-07-16 through 2012-07-22
337,46,29,2012,32,9,0,19,0,1,1,2012-07-16 through 2012-07-22
338,120,29,2012,52,12,0,12,0,0,2,2012-07-16 through 2012-07-22
339,44,29,2012,35,11,0,14,0,1,2,2012-07-16 through 2012-07-22
340,34,29,2012,34,7,0,8,0,3,1,2012-07-16 through 2012-07-22
341,69,29,2012,28,7,0,7,0,1,2,2012-07-16 through 2012-07-22
342,107,29,2012,55,12,0,20,0,0,2,2012-07-16 through 2012-07-22
343,72,29,2012,46,9,0,15,0,2,1,2012-07-16 through 2012-07-22
344,100,29,2012,14,5,0,8,0,2,0,2012-07-16 through 2012-07-22
345,9,29,2012,38,5,0,5,0,2,0,2012-07-16 through 2012-07-22
346,40,29,2012,23,4,0,5,0,0,3,2012-07-16 through 2012-07-22
347,75,29,2012,78,21,0,31,0,1,4,2012-07-16 through 2012-07-22
348,121,29,2012,52,7,0,8,0,1,1,2012-07-16 through 2012-07-22
349,47,29,2012,58,11,0,20,0,0,3,2012-07-16 through 2012-07-22
350,41,29,2012,26,8,0,11,0,0,0,2012-07-16 through 2012-07-22
351,45,29,2012,41,11,0,25,0,1,1,2012-07-16 through 2012-07-22
352,42,29,2012,18,4,0,4,0,1,1,2012-07-16 through 2012-07-22
353,77,29,2012,29,10,0,13,0,1,6,2012-07-16 through 2012-07-22
354,122,29,2012,54,13,0,21,0,0,4,2012-07-16 through 2012-07-22
355,68,29,2012,28,12,0,17,0,2,2,2012-07-16 through 2012-07-22
