year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,22,2012-06-25 through 2012-07-01,2,1,0,1,0,0,1,1
2012,27,22,2012-07-02 through 2012-07-08,4,0,0,0,0,0,0,2
2012,28,22,2012-07-09 through 2012-07-15,7,3,0,3,0,1,0,3
2012,29,22,2012-07-16 through 2012-07-22,12,1,0,1,0,0,0,4
2012,30,22,2012-07-23 through 2012-07-29,8,2,0,2,0,1,1,5
2012,31,22,2012-07-30 through 2012-08-05,8,1,0,1,0,1,0,6
2012,32,22,2012-08-06 through 2012-08-12,10,1,0,1,0,0,0,7
2012,33,22,2012-08-13 through 2012-08-19,14,2,0,5,0,0,0,8
2012,34,22,2012-08-20 through 2012-08-26,7,0,0,0,0,0,0,9
2012,35,22,2012-08-27 through 2012-09-02,14,6,0,7,0,3,1,10
2012,36,22,2012-09-03 through 2012-09-09,15,4,0,6,0,2,0,11
2012,37,22,2012-09-10 through 2012-09-16,7,1,0,1,0,0,0,12
2012,38,22,2012-09-17 through 2012-09-23,8,0,0,0,0,0,0,13
2012,39,22,2012-09-24 through 2012-09-30,5,0,0,0,0,0,0,14
2012,40,22,2012-10-01 through 2012-10-07,6,0,0,0,0,0,0,15
2012,41,22,2012-10-08 through 2012-10-14,6,1,0,1,0,1,0,16
2012,42,22,2012-10-15 through 2012-10-21,15,3,0,3,0,1,2,17
2012,43,22,2012-10-22 through 2012-10-28,12,2,0,2,0,1,1,18
2012,44,22,2012-10-29 through 2012-11-04,15,2,0,3,0,0,1,19
2012,45,22,2012-11-05 through 2012-11-11,18,5,0,6,0,0,1,20
2012,46,22,2012-11-12 through 2012-11-18,9,2,0,2,0,1,0,21
2012,47,22,2012-11-19 through 2012-11-25,12,2,0,5,0,1,0,22
2012,48,22,2012-11-26 through 2012-12-02,10,2,0,2,0,0,1,23
2012,49,22,2012-12-03 through 2012-12-09,9,2,0,2,0,1,1,24
2012,50,22,2012-12-10 through 2012-12-16,8,2,0,2,0,0,1,25
2012,51,22,2012-12-17 through 2012-12-23,6,1,0,1,0,0,1,26
2012,52,22,2012-12-24 through 2012-12-30,12,5,0,5,0,0,2,27
2013,1,22,2012-12-31 through 2013-01-06,11,0,0,0,0,0,0,28
2013,2,22,2013-01-07 through 2013-01-13,12,0,0,0,0,0,0,29
2013,3,22,2013-01-14 through 2013-01-20,7,1,0,2,0,0,2,30
2013,4,22,2013-01-21 through 2013-01-27,6,1,0,1,0,0,0,31
2013,5,22,2013-01-28 through 2013-02-03,12,4,0,5,0,0,1,32
2013,6,22,2013-02-04 through 2013-02-10,12,1,1,1,1,0,1,33
2013,7,22,2013-02-11 through 2013-02-17,4,1,0,1,0,1,0,34
2013,8,22,2013-02-18 through 2013-02-24,10,2,0,2,0,0,2,35
2013,9,22,2013-02-25 through 2013-03-03,7,0,0,0,0,0,0,36
2013,10,22,2013-03-04 through 2013-03-10,10,2,0,5,0,0,0,37
2013,11,22,2013-03-11 through 2013-03-17,7,3,0,3,0,0,3,38
2013,12,22,2013-03-18 through 2013-03-24,8,1,0,1,0,1,0,39
2013,13,22,2013-03-25 through 2013-03-31,9,1,0,1,0,0,0,40
2013,14,22,2013-04-01 through 2013-04-07,6,2,0,2,0,1,0,41
2013,15,22,2013-04-08 through 2013-04-14,6,1,0,1,0,0,0,42
2013,16,22,2013-04-15 through 2013-04-21,6,0,0,0,0,0,0,43
2013,17,22,2013-04-22 through 2013-04-28,10,1,0,1,0,0,1,44
2013,18,22,2013-04-29 through 2013-05-05,9,2,0,3,0,0,1,45
2013,19,22,2013-05-06 through 2013-05-12,5,0,0,0,0,0,0,46
2013,20,22,2013-05-13 through 2013-05-19,9,0,0,0,0,0,0,47
2013,21,22,2013-05-20 through 2013-05-26,8,1,0,1,0,0,0,48
2013,22,22,2013-05-27 through 2013-06-02,8,0,0,0,0,0,0,49
2013,23,22,2013-06-03 through 2013-06-09,14,0,0,0,0,0,0,50
2013,24,22,2013-06-10 through 2013-06-16,15,1,0,1,0,0,1,51
2013,25,22,2013-06-17 through 2013-06-23,9,1,0,1,0,0,0,52
2013,26,22,2013-06-24 through 2013-06-30,12,2,0,4,0,1,0,53
2013,27,22,2013-07-01 through 2013-07-07,6,0,0,0,0,0,0,54
2013,28,22,2013-07-08 through 2013-07-14,15,4,0,4,0,1,1,55
2013,29,22,2013-07-15 through 2013-07-21,9,2,0,2,0,0,1,56
2013,30,22,2013-07-22 through 2013-07-28,9,1,0,1,0,0,0,57
2013,31,22,2013-07-29 through 2013-08-04,8,1,0,1,0,0,0,58
2013,32,22,2013-08-05 through 2013-08-11,8,2,0,3,0,0,1,59
2013,33,22,2013-08-12 through 2013-08-18,7,1,0,1,0,1,0,60
2013,34,22,2013-08-19 through 2013-08-25,11,2,0,3,0,0,2,61
2013,35,22,2013-08-26 through 2013-09-01,9,2,0,3,0,1,0,62
2013,36,22,2013-09-02 through 2013-09-08,6,1,0,1,0,1,0,63
2013,37,22,2013-09-09 through 2013-09-15,14,3,0,3,0,2,1,64
2013,38,22,2013-09-16 through 2013-09-22,11,3,0,3,0,0,2,65
2013,39,22,2013-09-23 through 2013-09-29,20,4,0,4,0,2,1,66
2013,40,22,2013-09-30 through 2013-10-06,9,3,0,3,0,1,1,67
2013,41,22,2013-10-07 through 2013-10-13,10,3,0,3,0,1,2,68
2013,42,22,2013-10-14 through 2013-10-20,13,0,0,0,0,0,0,69
2013,43,22,2013-10-21 through 2013-10-27,10,1,0,1,0,1,0,70
2013,44,22,2013-10-28 through 2013-11-03,12,2,0,2,0,1,0,71
2013,45,22,2013-11-04 through 2013-11-10,7,1,0,1,0,0,0,72
2013,46,22,2013-11-11 through 2013-11-17,9,0,0,0,0,0,0,73
2013,47,22,2013-11-18 through 2013-11-24,15,1,0,2,0,0,0,74
2013,48,22,2013-11-25 through 2013-12-01,4,1,0,1,0,0,0,75
2013,49,22,2013-12-02 through 2013-12-08,12,1,0,1,0,0,1,76
2013,50,22,2013-12-09 through 2013-12-15,15,0,0,0,0,0,0,77
2013,51,22,2013-12-16 through 2013-12-22,11,2,0,3,0,0,1,78
2013,52,22,2013-12-23 through 2013-12-29,7,1,0,1,0,0,1,79
2014,1,22,2013-12-30 through 2014-01-05,7,0,0,0,0,0,0,80
2014,2,22,2014-01-06 through 2014-01-12,9,1,0,1,0,0,0,81
2014,3,22,2014-01-13 through 2014-01-19,7,2,0,2,0,1,1,82
2014,4,22,2014-01-20 through 2014-01-26,9,2,0,2,0,1,1,83
2014,5,22,2014-01-27 through 2014-02-02,4,1,0,1,0,1,0,84
2014,6,22,2014-02-03 through 2014-02-09,16,2,0,2,0,0,0,85
2014,7,22,2014-02-10 through 2014-02-16,12,2,0,2,0,0,0,86
2014,8,22,2014-02-17 through 2014-02-23,9,2,0,2,0,1,1,87
2014,9,22,2014-02-24 through 2014-03-02,6,1,0,1,0,0,1,88
2014,10,22,2014-03-03 through 2014-03-09,3,1,0,1,0,0,1,89
2014,11,22,2014-03-10 through 2014-03-16,12,1,0,1,0,0,0,90
2014,12,22,2014-03-17 through 2014-03-23,5,0,0,0,0,0,0,91
2014,13,22,2014-03-24 through 2014-03-30,4,0,0,0,0,0,0,92
2014,14,22,2014-03-31 through 2014-04-06,9,2,0,2,0,0,2,93
2014,15,22,2014-04-07 through 2014-04-13,17,3,0,5,0,2,0,94
2014,16,22,2014-04-14 through 2014-04-20,4,0,0,0,0,0,0,95
2014,17,22,2014-04-21 through 2014-04-27,8,0,0,0,0,0,0,96
2014,18,22,2014-04-28 through 2014-05-04,15,1,0,1,0,0,1,97
2014,19,22,2014-05-05 through 2014-05-11,9,1,0,1,0,0,1,98
2014,20,22,2014-05-12 through 2014-05-18,7,0,0,0,0,0,0,99
2014,21,22,2014-05-19 through 2014-05-25,5,0,0,0,0,0,0,100
2014,22,22,2014-05-26 through 2014-06-01,15,3,0,3,0,1,1,101
2014,23,22,2014-06-02 through 2014-06-08,11,0,0,0,0,0,0,102
2014,24,22,2014-06-09 through 2014-06-15,12,1,0,1,0,0,0,103
2014,25,22,2014-06-16 through 2014-06-22,13,2,0,2,0,0,0,104
2014,26,22,2014-06-23 through 2014-06-29,3,0,0,0,0,0,0,105
2014,27,22,2014-06-30 through 2014-07-06,6,1,0,1,0,0,0,106
2014,28,22,2014-07-07 through 2014-07-13,11,2,0,2,0,1,1,107
2014,29,22,2014-07-14 through 2014-07-20,6,1,0,1,0,0,1,108
2014,30,22,2014-07-21 through 2014-07-27,16,2,0,3,0,0,0,109
2014,31,22,2014-07-28 through 2014-08-03,9,3,0,5,0,1,1,110
2014,32,22,2014-08-04 through 2014-08-10,10,1,0,1,0,0,0,111
2014,33,22,2014-08-11 through 2014-08-17,8,0,0,0,0,0,0,112
2014,34,22,2014-08-18 through 2014-08-24,9,1,0,1,0,0,0,113
2014,35,22,2014-08-25 through 2014-08-31,7,3,0,3,0,0,1,114
2014,36,22,2014-09-01 through 2014-09-07,4,1,0,1,0,1,0,115
2014,37,22,2014-09-08 through 2014-09-14,11,3,0,5,0,0,1,116
2014,38,22,2014-09-15 through 2014-09-21,19,1,0,1,0,1,0,117
2014,39,22,2014-09-22 through 2014-09-28,7,1,0,1,0,0,0,118
2014,40,22,2014-09-29 through 2014-10-05,3,0,0,0,0,0,0,119
2014,41,22,2014-10-06 through 2014-10-12,11,1,0,1,0,1,0,120
2014,42,22,2014-10-13 through 2014-10-19,6,1,0,1,0,1,0,121
2014,43,22,2014-10-20 through 2014-10-26,11,1,0,1,0,0,1,122
2014,44,22,2014-10-27 through 2014-11-02,10,1,0,1,0,0,1,123
2014,45,22,2014-11-03 through 2014-11-09,9,1,0,1,0,0,1,124
2014,46,22,2014-11-10 through 2014-11-16,8,3,0,4,0,0,1,125
2014,47,22,2014-11-17 through 2014-11-23,17,0,0,0,0,0,0,126
2014,48,22,2014-11-24 through 2014-11-30,3,1,0,1,0,0,0,127
2014,49,22,2014-12-01 through 2014-12-07,9,2,0,2,0,1,1,128
2014,50,22,2014-12-08 through 2014-12-14,19,1,0,1,0,0,1,129
2014,51,22,2014-12-15 through 2014-12-21,5,1,0,1,0,0,0,130
2014,52,22,2014-12-22 through 2014-12-28,5,0,0,0,0,0,0,131
2015,1,22,2014-12-29 through 2015-01-04,8,3,0,5,0,0,1,132
2015,2,22,2015-01-05 through 2015-01-11,16,2,0,3,0,0,0,133
2015,3,22,2015-01-12 through 2015-01-18,6,0,0,0,0,0,0,134
2015,4,22,2015-01-19 through 2015-01-25,6,0,0,0,0,0,0,135
2015,5,22,2015-01-26 through 2015-02-01,7,1,0,1,0,0,1,136
2015,6,22,2015-02-02 through 2015-02-08,14,2,0,2,0,0,1,137
2015,7,22,2015-02-09 through 2015-02-15,5,0,0,0,0,0,0,138
2015,8,22,2015-02-16 through 2015-02-22,7,0,0,0,0,0,0,139
2015,9,22,2015-02-23 through 2015-03-01,3,0,0,0,0,0,0,140
2015,10,22,2015-03-02 through 2015-03-08,10,1,0,1,0,0,1,141
2015,11,22,2015-03-09 through 2015-03-15,5,0,0,0,0,0,0,142
2015,12,22,2015-03-16 through 2015-03-22,7,2,0,3,0,0,0,143
2015,13,22,2015-03-23 through 2015-03-29,12,0,0,0,0,0,0,144
2015,14,22,2015-03-30 through 2015-04-05,15,1,0,1,0,0,1,145
2015,15,22,2015-04-06 through 2015-04-12,7,2,0,4,0,0,0,146
2015,16,22,2015-04-13 through 2015-04-19,1,0,0,0,0,0,0,147
