year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,100,2012-06-25 through 2012-07-01,2,0,0,0,0,0,0,1
2012,27,100,2012-07-02 through 2012-07-08,11,4,0,4,0,1,3,2
2012,28,100,2012-07-09 through 2012-07-15,6,0,0,0,0,0,0,3
2012,29,100,2012-07-16 through 2012-07-22,14,5,0,8,0,2,0,4
2012,30,100,2012-07-23 through 2012-07-29,8,2,0,3,0,1,0,5
2012,31,100,2012-07-30 through 2012-08-05,12,4,0,5,0,1,0,6
2012,32,100,2012-08-06 through 2012-08-12,9,0,0,0,0,0,0,7
2012,33,100,2012-08-13 through 2012-08-19,8,3,0,3,0,0,0,8
2012,34,100,2012-08-20 through 2012-08-26,7,1,0,1,0,0,0,9
2012,35,100,2012-08-27 through 2012-09-02,10,2,0,2,0,1,1,10
2012,36,100,2012-09-03 through 2012-09-09,11,1,0,2,0,0,0,11
2012,37,100,2012-09-10 through 2012-09-16,12,5,0,6,0,1,1,12
2012,38,100,2012-09-17 through 2012-09-23,10,1,0,4,0,0,4,13
2012,39,100,2012-09-24 through 2012-09-30,5,2,0,2,0,0,0,14
2012,40,100,2012-10-01 through 2012-10-07,5,2,0,2,0,1,0,15
2012,41,100,2012-10-08 through 2012-10-14,7,2,0,2,0,0,1,16
2012,42,100,2012-10-15 through 2012-10-21,14,2,0,3,0,0,1,17
2012,43,100,2012-10-22 through 2012-10-28,6,1,0,1,0,0,0,18
2012,44,100,2012-10-29 through 2012-11-04,5,3,0,4,0,0,1,19
2012,45,100,2012-11-05 through 2012-11-11,20,3,0,6,0,0,0,20
2012,46,100,2012-11-12 through 2012-11-18,25,2,0,2,0,0,1,21
2012,47,100,2012-11-19 through 2012-11-25,20,1,0,3,0,0,0,22
2012,48,100,2012-11-26 through 2012-12-02,15,3,0,5,0,1,0,23
2012,49,100,2012-12-03 through 2012-12-09,17,3,0,8,0,0,1,24
2012,50,100,2012-12-10 through 2012-12-16,8,1,0,1,0,0,0,25
2012,51,100,2012-12-17 through 2012-12-23,16,1,0,1,0,0,1,26
2012,52,100,2012-12-24 through 2012-12-30,4,0,0,0,0,0,0,27
2013,1,100,2012-12-31 through 2013-01-06,12,2,0,2,0,1,0,28
2013,2,100,2013-01-07 through 2013-01-13,15,2,0,4,0,0,0,29
2013,3,100,2013-01-14 through 2013-01-20,10,0,0,0,0,0,0,30
2013,4,100,2013-01-21 through 2013-01-27,16,4,0,6,0,0,0,31
2013,5,100,2013-01-28 through 2013-02-03,11,3,0,4,0,0,0,32
2013,6,100,2013-02-04 through 2013-02-10,10,1,0,1,0,0,1,33
2013,7,100,2013-02-11 through 2013-02-17,13,1,0,1,0,0,1,34
2013,8,100,2013-02-18 through 2013-02-24,8,1,0,2,0,0,1,35
2013,9,100,2013-02-25 through 2013-03-03,15,1,0,2,0,0,0,36
2013,10,100,2013-03-04 through 2013-03-10,6,3,0,5,0,0,0,37
2013,11,100,2013-03-11 through 2013-03-17,10,0,0,0,0,0,0,38
2013,12,100,2013-03-18 through 2013-03-24,4,0,0,0,0,0,0,39
2013,13,100,2013-03-25 through 2013-03-31,9,2,0,4,0,0,0,40
2013,14,100,2013-04-01 through 2013-04-07,15,5,0,6,0,0,0,41
2013,15,100,2013-04-08 through 2013-04-14,15,2,0,2,0,1,0,42
2013,16,100,2013-04-15 through 2013-04-21,8,2,0,2,0,0,2,43
