year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,7,2012-06-25 through 2012-07-01,4,0,0,0,0,0,0,1
2012,27,7,2012-07-02 through 2012-07-08,29,7,0,7,0,2,3,2
2012,28,7,2012-07-09 through 2012-07-15,19,3,0,3,0,1,0,3
2012,29,7,2012-07-16 through 2012-07-22,20,4,0,4,0,0,1,4
2012,30,7,2012-07-23 through 2012-07-29,24,6,0,6,0,2,1,5
2012,31,7,2012-07-30 through 2012-08-05,17,3,0,3,0,0,1,6
2012,32,7,2012-08-06 through 2012-08-12,26,7,0,9,0,3,2,7
2012,33,7,2012-08-13 through 2012-08-19,19,2,0,2,0,0,2,8
2012,34,7,2012-08-20 through 2012-08-26,27,6,0,7,0,2,2,9
2012,35,7,2012-08-27 through 2012-09-02,22,4,0,4,0,2,1,10
2012,36,7,2012-09-03 through 2012-09-09,20,5,0,5,0,2,0,11
2012,37,7,2012-09-10 through 2012-09-16,22,6,0,7,0,1,2,12
2012,38,7,2012-09-17 through 2012-09-23,13,4,0,5,0,1,1,13
2012,39,7,2012-09-24 through 2012-09-30,19,3,0,3,0,1,0,14
2012,40,7,2012-10-01 through 2012-10-07,24,7,0,8,0,1,2,15
2012,41,7,2012-10-08 through 2012-10-14,19,3,0,5,0,0,1,16
2012,42,7,2012-10-15 through 2012-10-21,23,6,0,6,0,3,2,17
2012,43,7,2012-10-22 through 2012-10-28,14,2,0,2,0,0,1,18
2012,44,7,2012-10-29 through 2012-11-04,8,2,0,2,0,0,1,19
2012,45,7,2012-11-05 through 2012-11-11,9,3,0,3,0,0,2,20
2012,46,7,2012-11-12 through 2012-11-18,16,1,0,1,0,0,0,21
2012,47,7,2012-11-19 through 2012-11-25,12,5,0,5,0,1,2,22
2012,48,7,2012-11-26 through 2012-12-02,15,3,0,3,0,1,1,23
2012,49,7,2012-12-03 through 2012-12-09,17,1,0,1,0,0,1,24
2012,50,7,2012-12-10 through 2012-12-16,23,3,0,3,0,0,1,25
2012,51,7,2012-12-17 through 2012-12-23,22,6,0,7,0,1,3,26
2012,52,7,2012-12-24 through 2012-12-30,9,2,0,2,0,0,1,27
2013,1,7,2012-12-31 through 2013-01-06,10,2,0,2,0,1,0,28
2013,2,7,2013-01-07 through 2013-01-13,12,4,0,4,0,1,3,29
2013,3,7,2013-01-14 through 2013-01-20,14,3,0,4,0,1,1,30
2013,4,7,2013-01-21 through 2013-01-27,12,5,0,6,0,0,2,31
2013,5,7,2013-01-28 through 2013-02-03,17,3,0,3,0,0,2,32
2013,6,7,2013-02-04 through 2013-02-10,23,3,0,7,0,0,0,33
2013,7,7,2013-02-11 through 2013-02-17,19,5,0,7,0,1,1,34
2013,8,7,2013-02-18 through 2013-02-24,14,4,0,4,0,0,2,35
2013,9,7,2013-02-25 through 2013-03-03,12,4,0,5,0,0,2,36
2013,10,7,2013-03-04 through 2013-03-10,15,4,0,4,0,1,1,37
2013,11,7,2013-03-11 through 2013-03-17,24,5,0,9,0,1,1,38
2013,12,7,2013-03-18 through 2013-03-24,14,5,0,6,0,1,1,39
2013,13,7,2013-03-25 through 2013-03-31,16,3,0,4,0,1,0,40
2013,14,7,2013-04-01 through 2013-04-07,13,2,0,3,0,0,0,41
2013,15,7,2013-04-08 through 2013-04-14,17,4,0,6,0,1,0,42
