year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,10,2012-06-25 through 2012-07-01,5,0,0,0,0,0,0,1
2012,27,10,2012-07-02 through 2012-07-08,55,7,0,13,0,0,2,2
2012,28,10,2012-07-09 through 2012-07-15,44,4,0,8,0,2,0,3
2012,29,10,2012-07-16 through 2012-07-22,64,3,0,3,0,1,0,4
2012,30,10,2012-07-23 through 2012-07-29,52,9,0,11,0,5,1,5
2012,31,10,2012-07-30 through 2012-08-05,54,8,0,13,0,0,3,6
2012,32,10,2012-08-06 through 2012-08-12,67,5,0,7,0,1,0,7
2012,33,10,2012-08-13 through 2012-08-19,54,5,0,5,0,1,1,8
2012,34,10,2012-08-20 through 2012-08-26,53,5,0,7,0,2,1,9
2012,35,10,2012-08-27 through 2012-09-02,44,8,0,8,0,2,4,10
2012,36,10,2012-09-03 through 2012-09-09,53,4,0,4,0,0,4,11
2012,37,10,2012-09-10 through 2012-09-16,52,6,0,6,0,3,2,12
2012,38,10,2012-09-17 through 2012-09-23,51,5,0,5,0,1,3,13
2012,39,10,2012-09-24 through 2012-09-30,34,3,0,3,0,0,0,14
2012,40,10,2012-10-01 through 2012-10-07,41,5,0,8,0,0,3,15
2012,41,10,2012-10-08 through 2012-10-14,56,5,0,5,0,1,1,16
2012,42,10,2012-10-15 through 2012-10-21,46,5,0,6,0,1,0,17
2012,43,10,2012-10-22 through 2012-10-28,42,4,0,4,0,0,3,18
2012,44,10,2012-10-29 through 2012-11-04,15,1,0,1,0,0,0,19
2012,45,10,2012-11-05 through 2012-11-11,52,6,0,6,0,0,3,20
2012,46,10,2012-11-12 through 2012-11-18,76,3,0,3,0,0,2,21
2012,47,10,2012-11-19 through 2012-11-25,46,5,0,8,0,0,2,22
2012,48,10,2012-11-26 through 2012-12-02,58,8,0,9,0,1,3,23
2012,49,10,2012-12-03 through 2012-12-09,55,7,0,8,0,0,2,24
2012,50,10,2012-12-10 through 2012-12-16,53,11,0,18,0,1,4,25
2012,51,10,2012-12-17 through 2012-12-23,50,5,0,5,0,0,3,26
2012,52,10,2012-12-24 through 2012-12-30,36,2,0,2,0,0,2,27
2013,1,10,2012-12-31 through 2013-01-06,32,4,0,6,0,0,3,28
2013,2,10,2013-01-07 through 2013-01-13,31,1,0,1,0,0,0,29
2013,3,10,2013-01-14 through 2013-01-20,47,2,1,2,1,1,2,30
2013,4,10,2013-01-21 through 2013-01-27,44,7,0,7,0,2,3,31
2013,5,10,2013-01-28 through 2013-02-03,35,8,0,9,0,1,3,32
2013,6,10,2013-02-04 through 2013-02-10,31,0,0,0,0,0,0,33
2013,7,10,2013-02-11 through 2013-02-17,60,5,0,12,0,1,7,34
2013,8,10,2013-02-18 through 2013-02-24,45,7,0,12,0,0,6,35
2013,9,10,2013-02-25 through 2013-03-03,54,3,0,4,0,0,2,36
2013,10,10,2013-03-04 through 2013-03-10,50,5,2,5,2,1,2,37
2013,11,10,2013-03-11 through 2013-03-17,41,4,0,8,0,0,0,38
2013,12,10,2013-03-18 through 2013-03-24,36,7,0,12,0,0,2,39
2013,13,10,2013-03-25 through 2013-03-31,52,2,0,2,0,0,0,40
2013,14,10,2013-04-01 through 2013-04-07,68,2,0,2,0,0,0,41
2013,15,10,2013-04-08 through 2013-04-14,45,4,0,5,0,0,2,42
2013,16,10,2013-04-15 through 2013-04-21,60,10,0,11,0,3,2,43
2013,17,10,2013-04-22 through 2013-04-28,51,5,0,6,0,1,1,44
2013,18,10,2013-04-29 through 2013-05-05,62,5,0,5,0,2,1,45
2013,19,10,2013-05-06 through 2013-05-12,51,6,0,6,0,2,4,46
2013,20,10,2013-05-13 through 2013-05-19,51,2,0,2,0,0,1,47
2013,21,10,2013-05-20 through 2013-05-26,54,4,0,4,0,0,1,48
2013,22,10,2013-05-27 through 2013-06-02,49,4,0,5,0,0,3,49
2013,23,10,2013-06-03 through 2013-06-09,52,5,0,8,0,1,1,50
2013,24,10,2013-06-10 through 2013-06-16,53,5,0,6,0,2,1,51
2013,25,10,2013-06-17 through 2013-06-23,52,6,0,6,0,4,2,52
2013,26,10,2013-06-24 through 2013-06-30,69,3,0,4,0,0,1,53
2013,27,10,2013-07-01 through 2013-07-07,51,3,0,3,0,1,1,54
2013,28,10,2013-07-08 through 2013-07-14,45,5,0,9,0,0,2,55
2013,29,10,2013-07-15 through 2013-07-21,48,6,0,19,0,0,1,56
2013,30,10,2013-07-22 through 2013-07-28,56,3,0,3,0,1,0,57
2013,31,10,2013-07-29 through 2013-08-04,57,6,1,9,1,1,2,58
2013,32,10,2013-08-05 through 2013-08-11,39,5,0,5,0,2,2,59
2013,33,10,2013-08-12 through 2013-08-18,66,4,0,4,0,1,1,60
2013,34,10,2013-08-19 through 2013-08-25,64,4,0,4,0,2,1,61
2013,35,10,2013-08-26 through 2013-09-01,38,5,0,18,0,1,1,62
2013,36,10,2013-09-02 through 2013-09-08,50,6,0,9,0,1,2,63
2013,37,10,2013-09-09 through 2013-09-15,65,8,0,9,0,1,2,64
2013,38,10,2013-09-16 through 2013-09-22,47,3,0,4,0,1,0,65
2013,39,10,2013-09-23 through 2013-09-29,55,4,0,4,0,0,0,66
2013,40,10,2013-09-30 through 2013-10-06,51,1,0,1,0,0,1,67
2013,41,10,2013-10-07 through 2013-10-13,64,3,0,3,0,0,0,68
2013,42,10,2013-10-14 through 2013-10-20,54,7,0,7,0,1,2,69
2013,43,10,2013-10-21 through 2013-10-27,43,5,0,6,0,1,2,70
2013,44,10,2013-10-28 through 2013-11-03,52,5,0,5,0,2,1,71
2013,45,10,2013-11-04 through 2013-11-10,39,7,0,11,0,0,3,72
2013,46,10,2013-11-11 through 2013-11-17,57,7,0,9,0,1,1,73
