year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,1,2012-06-25 through 2012-07-01,7,0,0,0,0,0,0,0
2012,27,1,2012-07-02 through 2012-07-08,61,9,0,11,0,4,5,1
2012,28,1,2012-07-09 through 2012-07-15,60,10,0,11,0,2,5,2
2012,29,1,2012-07-16 through 2012-07-22,67,9,0,13,0,2,2,3
2012,30,1,2012-07-23 through 2012-07-29,56,7,0,10,0,0,3,4
2012,31,1,2012-07-30 through 2012-08-05,48,5,0,5,0,0,4,5
2012,32,1,2012-08-06 through 2012-08-12,59,9,0,10,0,5,3,6
2012,33,1,2012-08-13 through 2012-08-19,46,2,0,2,0,1,1,7
2012,34,1,2012-08-20 through 2012-08-26,52,6,1,11,1,0,6,8
2012,35,1,2012-08-27 through 2012-09-02,54,9,0,12,0,3,3,9
2012,36,1,2012-09-03 through 2012-09-09,49,7,0,8,0,0,7,10
2012,37,1,2012-09-10 through 2012-09-16,74,11,0,14,0,2,4,11
2012,38,1,2012-09-17 through 2012-09-23,44,7,0,10,0,2,2,12
2012,39,1,2012-09-24 through 2012-09-30,51,9,0,10,0,2,2,13
2012,40,1,2012-10-01 through 2012-10-07,65,11,0,14,0,3,5,14
2012,41,1,2012-10-08 through 2012-10-14,62,6,0,6,0,1,2,15
2012,42,1,2012-10-15 through 2012-10-21,53,5,0,5,0,1,1,16
2012,43,1,2012-10-22 through 2012-10-28,54,1,0,2,0,0,0,17
2012,44,1,2012-10-29 through 2012-11-04,9,3,0,5,0,1,0,18
2012,45,1,2012-11-05 through 2012-11-11,50,6,0,10,0,0,4,19
2012,46,1,2012-11-12 through 2012-11-18,60,7,0,8,0,1,2,20
2012,47,1,2012-11-19 through 2012-11-25,38,2,0,3,0,0,0,21
2012,48,1,2012-11-26 through 2012-12-02,51,6,0,6,0,1,5,22
2012,49,1,2012-12-03 through 2012-12-09,42,7,0,8,0,1,5,23
2012,50,1,2012-12-10 through 2012-12-16,59,9,0,9,0,1,5,24
2012,51,1,2012-12-17 through 2012-12-23,59,8,0,10,0,1,4,25
2012,52,1,2012-12-24 through 2012-12-30,24,2,0,2,0,1,1,26
2013,1,1,2012-12-31 through 2013-01-06,31,4,0,12,0,0,1,27
2013,2,1,2013-01-07 through 2013-01-13,32,4,0,4,0,0,4,28
2013,3,1,2013-01-14 through 2013-01-20,44,9,0,11,0,0,5,29
2013,4,1,2013-01-21 through 2013-01-27,56,5,0,6,0,0,5,30
2013,5,1,2013-01-28 through 2013-02-03,43,9,0,9,0,0,6,31
2013,6,1,2013-02-04 through 2013-02-10,45,7,0,7,0,0,4,32
2013,7,1,2013-02-11 through 2013-02-17,49,6,0,6,0,0,3,33
2013,8,1,2013-02-18 through 2013-02-24,49,11,0,11,0,1,4,34
2013,9,1,2013-02-25 through 2013-03-03,51,6,0,7,0,1,3,35
2013,10,1,2013-03-04 through 2013-03-10,49,9,0,10,0,1,5,36
2013,11,1,2013-03-11 through 2013-03-17,60,5,0,6,0,2,3,37
2013,12,1,2013-03-18 through 2013-03-24,41,5,0,7,0,0,3,38
2013,13,1,2013-03-25 through 2013-03-31,63,9,0,12,0,1,4,39
2013,14,1,2013-04-01 through 2013-04-07,45,8,0,11,0,5,0,40
2013,15,1,2013-04-08 through 2013-04-14,59,9,0,10,0,3,2,41
2013,16,1,2013-04-15 through 2013-04-21,52,6,0,9,0,2,2,42
2013,17,1,2013-04-22 through 2013-04-28,48,9,0,11,0,2,4,43
2013,18,1,2013-04-29 through 2013-05-05,62,6,0,6,0,0,2,44
2013,19,1,2013-05-06 through 2013-05-12,64,7,0,7,0,2,4,45
2013,20,1,2013-05-13 through 2013-05-19,50,7,0,7,0,1,3,46
2013,21,1,2013-05-20 through 2013-05-26,65,6,0,7,0,1,3,47
2013,22,1,2013-05-27 through 2013-06-02,46,7,0,7,0,2,2,48
2013,23,1,2013-06-03 through 2013-06-09,56,4,0,4,0,1,3,49
2013,24,1,2013-06-10 through 2013-06-16,52,5,0,5,0,1,4,50
2013,25,1,2013-06-17 through 2013-06-23,65,4,0,4,0,2,1,51
