year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,42,2012-06-25 through 2012-07-01,2,0,0,0,0,0,0,0
2012,27,42,2012-07-02 through 2012-07-08,13,3,0,8,0,0,0,1
2012,28,42,2012-07-09 through 2012-07-15,11,5,0,11,0,0,0,2
2012,29,42,2012-07-16 through 2012-07-22,18,4,0,4,0,1,1,3
2012,30,42,2012-07-23 through 2012-07-29,15,2,0,2,0,0,0,4
2012,31,42,2012-07-30 through 2012-08-05,20,4,0,8,0,0,1,5
2012,32,42,2012-08-06 through 2012-08-12,28,6,0,6,0,0,1,6
2012,33,42,2012-08-13 through 2012-08-19,16,5,0,7,0,0,4,7
2012,34,42,2012-08-20 through 2012-08-26,15,2,0,2,0,1,1,8
2012,35,42,2012-08-27 through 2012-09-02,19,5,0,6,0,0,0,9
2012,36,42,2012-09-03 through 2012-09-09,16,3,0,6,0,0,0,10
2012,37,42,2012-09-10 through 2012-09-16,15,2,0,2,0,0,1,11
2012,38,42,2012-09-17 through 2012-09-23,21,8,0,13,0,0,3,12
2012,39,42,2012-09-24 through 2012-09-30,16,1,0,1,0,0,0,13
2012,40,42,2012-10-01 through 2012-10-07,31,6,0,8,0,0,2,14
2012,41,42,2012-10-08 through 2012-10-14,21,6,0,12,0,1,1,15
2012,42,42,2012-10-15 through 2012-10-21,12,1,0,1,0,0,1,16
2012,43,42,2012-10-22 through 2012-10-28,24,7,0,10,0,0,1,17
2012,44,42,2012-10-29 through 2012-11-04,18,4,0,4,0,0,2,18
2012,45,42,2012-11-05 through 2012-11-11,18,2,0,2,0,0,2,19
2012,46,42,2012-11-12 through 2012-11-18,20,7,0,8,0,2,5,20
2012,47,42,2012-11-19 through 2012-11-25,22,3,0,6,0,0,2,21
2012,48,42,2012-11-26 through 2012-12-02,18,3,0,3,0,0,1,22
2012,49,42,2012-12-03 through 2012-12-09,18,4,0,7,0,0,2,23
2012,50,42,2012-12-10 through 2012-12-16,19,8,0,12,0,0,3,24
2012,51,42,2012-12-17 through 2012-12-23,14,2,0,3,0,0,1,25
2012,52,42,2012-12-24 through 2012-12-30,23,4,0,5,0,0,2,26
2013,1,42,2012-12-31 through 2013-01-06,13,3,0,3,0,0,3,27
2013,2,42,2013-01-07 through 2013-01-13,22,4,0,4,0,0,3,28
2013,3,42,2013-01-14 through 2013-01-20,14,4,0,5,0,0,2,29
2013,4,42,2013-01-21 through 2013-01-27,19,1,0,1,0,0,1,30
2013,5,42,2013-01-28 through 2013-02-03,17,4,0,4,0,0,2,31
2013,6,42,2013-02-04 through 2013-02-10,12,4,0,4,0,0,2,32
2013,7,42,2013-02-11 through 2013-02-17,9,2,0,3,0,0,1,33
2013,8,42,2013-02-18 through 2013-02-24,17,5,0,5,0,0,4,34
2013,9,42,2013-02-25 through 2013-03-03,19,6,0,10,0,0,0,35
2013,10,42,2013-03-04 through 2013-03-10,22,6,0,10,0,0,1,36
2013,11,42,2013-03-11 through 2013-03-17,21,5,0,7,0,0,3,37
2013,12,42,2013-03-18 through 2013-03-24,18,4,0,10,0,0,4,38
2013,13,42,2013-03-25 through 2013-03-31,22,2,0,4,0,0,0,39
2013,14,42,2013-04-01 through 2013-04-07,23,5,0,8,0,0,3,40
2013,15,42,2013-04-08 through 2013-04-14,18,4,0,4,0,0,2,41
2013,16,42,2013-04-15 through 2013-04-21,17,4,0,5,0,0,1,42
2013,17,42,2013-04-22 through 2013-04-28,21,8,0,10,0,0,1,43
2013,18,42,2013-04-29 through 2013-05-05,23,6,0,9,0,1,3,44
2013,19,42,2013-05-06 through 2013-05-12,26,8,0,10,0,0,3,45
2013,20,42,2013-05-13 through 2013-05-19,25,9,0,12,0,2,3,46
2013,21,42,2013-05-20 through 2013-05-26,22,5,0,5,0,0,2,47
2013,22,42,2013-05-27 through 2013-06-02,14,2,0,2,0,0,1,48
2013,23,42,2013-06-03 through 2013-06-09,30,9,0,10,0,2,5,49
2013,24,42,2013-06-10 through 2013-06-16,18,5,0,13,0,0,1,50
2013,25,42,2013-06-17 through 2013-06-23,16,7,0,11,0,2,1,51
2013,26,42,2013-06-24 through 2013-06-30,13,6,0,11,0,1,2,52
2013,27,42,2013-07-01 through 2013-07-07,25,7,0,10,0,4,2,53
2013,28,42,2013-07-08 through 2013-07-14,14,5,0,5,0,2,1,54
2013,29,42,2013-07-15 through 2013-07-21,20,8,0,9,0,2,4,55
2013,30,42,2013-07-22 through 2013-07-28,31,8,1,10,1,1,2,56
2013,31,42,2013-07-29 through 2013-08-04,17,5,0,5,0,1,2,57
2013,32,42,2013-08-05 through 2013-08-11,14,3,0,3,0,1,0,58
2013,33,42,2013-08-12 through 2013-08-18,21,10,0,10,0,2,5,59
2013,34,42,2013-08-19 through 2013-08-25,18,6,0,7,0,2,0,60
2013,35,42,2013-08-26 through 2013-09-01,21,6,0,10,0,0,2,61
2013,36,42,2013-09-02 through 2013-09-08,21,9,0,9,0,0,4,62
2013,37,42,2013-09-09 through 2013-09-15,19,4,0,4,0,0,2,63
2013,38,42,2013-09-16 through 2013-09-22,24,6,0,6,0,0,3,64
2013,39,42,2013-09-23 through 2013-09-29,16,7,0,12,0,0,1,65
2013,40,42,2013-09-30 through 2013-10-06,21,7,1,8,1,2,1,66
2013,41,42,2013-10-07 through 2013-10-13,16,5,0,8,0,0,3,67
2013,42,42,2013-10-14 through 2013-10-20,22,6,0,9,0,0,3,68
2013,43,42,2013-10-21 through 2013-10-27,20,4,0,5,0,0,1,69
2013,44,42,2013-10-28 through 2013-11-03,14,4,1,4,1,2,3,70
2013,45,42,2013-11-04 through 2013-11-10,27,5,0,5,0,0,1,71
2013,46,42,2013-11-11 through 2013-11-17,21,7,0,9,0,0,1,72
2013,47,42,2013-11-18 through 2013-11-24,21,8,0,13,0,1,1,73
2013,48,42,2013-11-25 through 2013-12-01,16,2,0,4,0,0,0,74
2013,49,42,2013-12-02 through 2013-12-08,29,8,0,8,0,0,4,75
2013,50,42,2013-12-09 through 2013-12-15,21,6,0,6,0,0,3,76
2013,51,42,2013-12-16 through 2013-12-22,18,6,0,9,0,1,3,77
2013,52,42,2013-12-23 through 2013-12-29,20,7,0,8,0,0,5,78
2014,1,42,2013-12-30 through 2014-01-05,22,8,0,13,0,0,3,79
2014,2,42,2014-01-06 through 2014-01-12,12,3,0,3,0,0,3,80
2014,3,42,2014-01-13 through 2014-01-19,20,10,0,17,0,0,5,81
2014,4,42,2014-01-20 through 2014-01-26,24,2,0,3,0,0,0,82
2014,5,42,2014-01-27 through 2014-02-02,21,5,0,5,0,1,2,83
