year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,24,2012-06-25 through 2012-07-01,1,1,0,1,0,0,1,0
2012,27,24,2012-07-02 through 2012-07-08,25,7,0,7,0,1,3,1
2012,28,24,2012-07-09 through 2012-07-15,31,3,1,3,1,0,3,2
2012,29,24,2012-07-16 through 2012-07-22,16,1,0,2,0,0,0,3
2012,30,24,2012-07-23 through 2012-07-29,19,2,0,2,0,0,1,4
2012,31,24,2012-07-30 through 2012-08-05,12,2,0,2,0,0,1,5
2012,32,24,2012-08-06 through 2012-08-12,20,2,0,2,0,0,2,6
2012,33,24,2012-08-13 through 2012-08-19,17,2,0,2,0,0,1,7
2012,34,24,2012-08-20 through 2012-08-26,19,2,0,2,0,1,0,8
2012,35,24,2012-08-27 through 2012-09-02,21,2,0,2,0,1,0,9
2012,36,24,2012-09-03 through 2012-09-09,24,6,0,6,0,2,2,10
2012,37,24,2012-09-10 through 2012-09-16,17,3,0,4,0,0,0,11
2012,38,24,2012-09-17 through 2012-09-23,31,4,0,5,0,1,1,12
2012,39,24,2012-09-24 through 2012-09-30,24,5,0,5,0,1,3,13
2012,40,24,2012-10-01 through 2012-10-07,25,2,0,2,0,0,1,14
2012,41,24,2012-10-08 through 2012-10-14,22,5,1,5,1,1,1,15
2012,42,24,2012-10-15 through 2012-10-21,22,5,0,5,0,1,1,16
2012,43,24,2012-10-22 through 2012-10-28,20,3,0,3,0,1,2,17
2012,44,24,2012-10-29 through 2012-11-04,28,3,0,3,0,0,2,18
2012,45,24,2012-11-05 through 2012-11-11,19,2,0,2,0,0,1,19
2012,46,24,2012-11-12 through 2012-11-18,17,2,0,2,0,0,0,20
2012,47,24,2012-11-19 through 2012-11-25,24,2,0,2,0,1,1,21
2012,48,24,2012-11-26 through 2012-12-02,16,3,0,3,0,1,2,22
2012,49,24,2012-12-03 through 2012-12-09,24,5,0,5,0,0,4,23
2012,50,24,2012-12-10 through 2012-12-16,28,5,0,5,0,0,3,24
2012,51,24,2012-12-17 through 2012-12-23,19,2,0,2,0,0,1,25
2012,52,24,2012-12-24 through 2012-12-30,14,1,0,1,0,0,1,26
2013,1,24,2012-12-31 through 2013-01-06,27,4,0,6,0,0,2,27
2013,2,24,2013-01-07 through 2013-01-13,19,3,0,8,0,0,1,28
2013,3,24,2013-01-14 through 2013-01-20,12,3,0,3,0,1,1,29
2013,4,24,2013-01-21 through 2013-01-27,16,2,0,2,0,0,2,30
2013,5,24,2013-01-28 through 2013-02-03,20,4,0,4,0,1,3,31
2013,6,24,2013-02-04 through 2013-02-10,24,6,0,10,0,0,3,32
2013,7,24,2013-02-11 through 2013-02-17,31,4,0,4,0,1,2,33
2013,8,24,2013-02-18 through 2013-02-24,25,3,0,4,0,0,2,34
2013,9,24,2013-02-25 through 2013-03-03,24,5,0,6,0,0,1,35
2013,10,24,2013-03-04 through 2013-03-10,24,2,0,2,0,0,1,36
2013,11,24,2013-03-11 through 2013-03-17,17,2,0,2,0,0,2,37
2013,12,24,2013-03-18 through 2013-03-24,25,2,0,3,0,0,0,38
2013,13,24,2013-03-25 through 2013-03-31,11,3,0,4,0,1,0,39
2013,14,24,2013-04-01 through 2013-04-07,6,0,0,0,0,0,0,40
